,Punctuation,Tags,Citations,Numeric,Capitals,Unique_Words,Word_Counts,Short_Words,Medium_Words,Long_Words,Positive_Score,Negative_Score,Intensity_Score
17,4.0,4.0,0.0,15.0,144.0,120.0,172.0,125.0,41.0,6.0,10.0,8.0,42.0
18,0.0,0.0,0.0,6.0,93.0,229.0,384.0,273.0,91.0,20.0,26.0,13.0,72.33333333333333
19,0.0,0.0,0.0,0.0,79.0,124.0,209.0,153.0,52.0,4.0,4.333333333333333,3.0,18.0
20,0.0,0.0,0.0,22.0,122.0,260.0,514.0,365.0,125.0,24.0,26.0,11.0,63.0
21,0.0,0.0,0.0,36.0,118.0,425.0,896.0,642.0,198.0,56.0,47.5,28.666666666666668,143.83333333333331
22,0.0,0.0,0.0,3.0,83.0,206.0,404.0,297.0,96.0,11.0,25.0,7.0,65.0
23,0.0,0.0,0.0,13.0,76.0,189.0,351.0,236.0,92.0,23.0,24.0,7.0,53.0
24,0.0,0.0,0.0,29.0,124.0,351.0,684.0,484.0,177.0,23.0,33.5,52.0,145.5
25,0.0,0.0,0.0,16.0,90.0,229.0,367.0,254.0,103.0,10.0,28.0,5.0,57.16666666666666
26,0.0,0.0,0.0,12.0,73.0,183.0,338.0,240.0,85.0,13.0,11.0,8.666666666666668,37.33333333333333
27,3.0,3.0,0.0,27.0,118.0,171.0,260.0,196.0,53.0,11.0,23.0,10.0,64.0
28,0.0,0.0,0.0,0.0,20.0,48.0,69.0,49.0,18.0,2.0,3.0,0.0,10.0
29,0.0,0.0,0.0,24.0,117.0,240.0,427.0,284.0,118.0,25.0,38.5,12.166666666666666,81.66666666666667
30,0.0,0.0,0.0,13.0,45.0,112.0,165.0,114.0,47.0,4.0,8.0,7.0,30.0
31,0.0,1.0,0.0,2.0,68.0,149.0,223.0,162.0,51.0,10.0,17.0,5.0,43.5
32,0.0,0.0,0.0,4.0,34.0,67.0,87.0,55.0,26.0,6.0,4.0,0.0,9.0
33,0.0,0.0,0.0,7.0,84.0,198.0,328.0,229.0,90.0,9.0,14.0,8.0,33.666666666666664
34,0.0,0.0,0.0,72.0,211.0,466.0,1087.0,799.0,255.0,33.0,65.5,35.666666666666664,179.16666666666669
35,0.0,0.0,0.0,49.0,115.0,358.0,817.0,597.0,184.0,36.0,49.0,26.166666666666664,134.58333333333331
36,0.0,0.0,0.0,51.0,111.0,283.0,534.0,371.0,145.0,18.0,30.0,12.0,75.66666666666666
37,0.0,0.0,0.0,23.0,84.0,248.0,455.0,305.0,131.0,19.0,23.0,15.0,67.16666666666667
38,0.0,0.0,0.0,4.0,96.0,246.0,459.0,328.0,111.0,20.0,30.0,10.0,73.66666666666667
39,0.0,0.0,0.0,2.0,35.0,69.0,94.0,68.0,22.0,4.0,2.0,3.0,7.0
40,6.0,4.0,0.0,21.0,110.0,122.0,172.0,135.0,32.0,5.0,16.0,10.0,53.66666666666666
41,0.0,0.0,0.0,2.0,49.0,174.0,318.0,216.0,82.0,20.0,4.0,17.0,46.0
42,0.0,0.0,0.0,23.0,114.0,281.0,560.0,391.0,125.0,44.0,38.5,11.0,80.5
43,0.0,0.0,0.0,8.0,27.0,49.0,67.0,50.0,16.0,1.0,3.0,2.0,6.0
44,0.0,0.0,0.0,10.0,126.0,228.0,401.0,262.0,126.0,13.0,20.0,19.0,61.66666666666667
45,0.0,0.0,0.0,5.0,77.0,205.0,359.0,223.0,113.0,23.0,21.0,8.0,52.66666666666666
46,0.0,0.0,0.0,14.0,146.0,299.0,607.0,428.0,168.0,11.0,21.0,14.0,66.33333333333334
47,0.0,0.0,0.0,17.0,76.0,193.0,344.0,223.0,114.0,7.0,14.0,8.0,44.5
48,0.0,0.0,0.0,4.0,29.0,60.0,78.0,59.0,18.0,1.0,3.0,4.0,12.0
49,0.0,0.0,0.0,16.0,85.0,225.0,392.0,242.0,124.0,26.0,22.0,14.666666666666666,56.333333333333336
50,1.0,0.0,0.0,0.0,38.0,55.0,76.0,50.0,25.0,1.0,4.0,1.0,8.0
51,1.0,0.0,0.0,60.0,165.0,429.0,940.0,706.0,198.0,36.0,49.0,20.0,146.66666666666669
52,0.0,0.0,0.0,44.0,75.0,312.0,644.0,470.0,156.0,18.0,32.5,17.5,97.33333333333334
53,0.0,0.0,0.0,18.0,91.0,230.0,406.0,258.0,126.0,22.0,25.0,11.666666666666668,68.66666666666667
54,0.0,0.0,0.0,30.0,84.0,220.0,385.0,267.0,100.0,18.0,20.0,19.0,56.33333333333333
55,0.0,0.0,0.0,8.0,82.0,202.0,375.0,276.0,80.0,19.0,12.0,12.0,47.66666666666666
56,0.0,0.0,0.0,9.0,70.0,137.0,212.0,138.0,65.0,9.0,14.0,13.0,41.0
57,0.0,0.0,0.0,8.0,37.0,107.0,153.0,91.0,53.0,9.0,9.0,3.0,21.333333333333336
58,0.0,0.0,0.0,4.0,92.0,210.0,380.0,260.0,98.0,22.0,24.0,17.0,70.33333333333334
59,0.0,0.0,0.0,25.0,147.0,290.0,602.0,432.0,143.0,27.0,33.0,21.666666666666664,111.16666666666666
60,0.0,0.0,0.0,6.0,121.0,238.0,481.0,324.0,127.0,30.0,18.0,9.0,54.333333333333336
61,0.0,0.0,0.0,11.0,50.0,145.0,237.0,168.0,62.0,7.0,8.0,6.0,26.0
62,0.0,0.0,0.0,36.0,138.0,393.0,832.0,625.0,187.0,20.0,56.5,38.5,170.33333333333334
63,0.0,0.0,0.0,19.0,72.0,201.0,358.0,249.0,98.0,11.0,12.0,7.0,40.66666666666666
64,0.0,0.0,0.0,47.0,134.0,317.0,608.0,449.0,136.0,23.0,30.0,20.0,100.0
65,0.0,0.0,0.0,10.0,124.0,295.0,636.0,464.0,155.0,17.0,24.0,10.666666666666668,63.0
66,1.0,0.0,0.0,81.0,211.0,553.0,1285.0,925.0,327.0,33.0,79.5,41.0,200.16666666666663
67,0.0,0.0,0.0,22.0,105.0,221.0,414.0,284.0,119.0,11.0,17.0,6.5,46.833333333333336
68,0.0,0.0,0.0,12.0,118.0,201.0,387.0,262.0,110.0,15.0,15.0,8.0,44.0
69,0.0,0.0,0.0,2.0,33.0,83.0,133.0,103.0,27.0,3.0,6.666666666666667,3.1666666666666665,20.33333333333333
70,4.0,5.0,0.0,26.0,153.0,136.0,207.0,158.0,39.0,10.0,20.666666666666668,6.0,50.83333333333333
71,0.0,0.0,0.0,474.0,425.0,373.0,1040.0,740.0,258.0,42.0,38.0,25.0,112.0
72,0.0,0.0,0.0,0.0,20.0,59.0,69.0,49.0,19.0,1.0,4.0,1.0,15.0
73,0.0,0.0,0.0,0.0,32.0,57.0,66.0,42.0,23.0,1.0,4.0,0.0,7.0
74,0.0,0.0,0.0,44.0,74.0,268.0,573.0,400.0,145.0,28.0,42.0,5.0,77.0
75,0.0,0.0,0.0,84.0,115.0,379.0,825.0,600.0,194.0,31.0,37.0,29.5,107.33333333333334
76,0.0,0.0,0.0,43.0,148.0,304.0,737.0,532.0,177.0,28.0,54.66666666666666,9.0,109.0
77,1.0,0.0,0.0,17.0,131.0,382.0,784.0,563.0,185.0,36.0,60.0,28.0,156.66666666666666
78,0.0,0.0,0.0,3.0,132.0,184.0,339.0,215.0,106.0,18.0,11.0,10.0,37.66666666666667
79,0.0,0.0,0.0,26.0,135.0,346.0,676.0,504.0,151.0,21.0,54.0,17.666666666666668,122.33333333333334
80,0.0,0.0,0.0,10.0,102.0,243.0,474.0,317.0,142.0,15.0,15.666666666666668,18.666666666666668,66.33333333333333
81,0.0,0.0,0.0,16.0,79.0,225.0,404.0,267.0,120.0,17.0,21.0,13.0,56.5
82,0.0,0.0,0.0,2.0,27.0,58.0,78.0,56.0,17.0,5.0,3.0,2.5,9.5
83,0.0,0.0,0.0,22.0,138.0,241.0,408.0,287.0,100.0,21.0,16.0,9.0,55.0
84,0.0,0.0,0.0,1.0,42.0,72.0,117.0,85.0,28.0,4.0,4.0,3.6666666666666665,21.33333333333333
85,6.0,0.0,0.0,53.0,614.0,539.0,1357.0,1093.0,238.0,26.0,83.16666666666667,31.0,272.66666666666663
86,0.0,0.0,0.0,8.0,24.0,62.0,93.0,74.0,14.0,5.0,1.0,5.0,12.0
87,0.0,0.0,0.0,41.0,68.0,231.0,446.0,309.0,117.0,20.0,15.0,27.0,71.33333333333333
88,0.0,0.0,0.0,18.0,76.0,186.0,344.0,246.0,82.0,16.0,10.0,8.0,29.0
89,0.0,0.0,0.0,3.0,35.0,55.0,75.0,48.0,25.0,2.0,1.0,2.0,5.0
90,0.0,1.0,0.0,0.0,28.0,43.0,54.0,38.0,13.0,3.0,5.0,2.6666666666666665,12.666666666666668
91,0.0,0.0,0.0,7.0,42.0,66.0,99.0,74.0,20.0,5.0,6.0,0.0,11.0
92,0.0,0.0,0.0,31.0,144.0,298.0,644.0,482.0,141.0,21.0,39.0,17.0,98.33333333333336
93,0.0,0.0,0.0,6.0,78.0,178.0,342.0,246.0,82.0,14.0,27.0,9.0,67.66666666666666
94,0.0,0.0,0.0,21.0,66.0,149.0,221.0,141.0,68.0,12.0,6.0,6.0,20.0
95,0.0,0.0,0.0,10.0,30.0,56.0,74.0,44.0,23.0,7.0,1.0,2.0,4.0
96,0.0,0.0,0.0,0.0,87.0,186.0,316.0,205.0,94.0,17.0,21.0,14.0,50.333333333333336
97,9.0,5.0,0.0,80.0,305.0,229.0,411.0,312.0,88.0,11.0,26.0,9.0,67.0
98,0.0,0.0,0.0,23.0,92.0,192.0,340.0,244.0,87.0,9.0,11.0,10.0,40.0
99,0.0,0.0,0.0,11.0,139.0,296.0,552.0,398.0,131.0,23.0,27.5,16.0,80.16666666666667
100,0.0,0.0,0.0,0.0,114.0,215.0,407.0,284.0,102.0,21.0,23.0,10.0,67.5
101,0.0,0.0,0.0,15.0,208.0,418.0,844.0,573.0,236.0,35.0,56.5,35.33333333333333,154.66666666666669
102,0.0,0.0,0.0,4.0,24.0,70.0,84.0,57.0,26.0,1.0,10.0,2.0,26.33333333333333
103,0.0,0.0,0.0,7.0,113.0,180.0,323.0,227.0,84.0,12.0,15.0,3.0,22.0
104,0.0,0.0,0.0,7.0,45.0,85.0,129.0,99.0,28.0,2.0,8.0,6.0,21.000000000000004
105,0.0,0.0,0.0,4.0,38.0,117.0,187.0,126.0,56.0,5.0,22.0,12.5,49.5
106,0.0,0.0,0.0,12.0,93.0,238.0,402.0,284.0,102.0,16.0,23.5,11.0,60.75
107,2.0,0.0,0.0,0.0,28.0,67.0,85.0,66.0,17.0,2.0,3.0,1.0,10.333333333333332
108,0.0,0.0,0.0,108.0,174.0,478.0,1090.0,778.0,270.0,42.0,51.66666666666667,40.66666666666666,161.66666666666666
109,0.0,0.0,0.0,468.0,350.0,338.0,927.0,655.0,238.0,34.0,32.0,22.5,96.5
110,0.0,0.0,0.0,13.0,77.0,211.0,375.0,274.0,88.0,13.0,32.0,7.5,64.66666666666667
111,0.0,0.0,0.0,9.0,41.0,71.0,106.0,86.0,16.0,4.0,4.0,2.0,17.0
112,0.0,0.0,0.0,0.0,30.0,58.0,68.0,49.0,18.0,1.0,3.0,1.0,8.0
113,0.0,0.0,0.0,54.0,58.0,219.0,417.0,313.0,91.0,13.0,11.0,11.0,36.33333333333333
114,0.0,0.0,0.0,25.0,131.0,302.0,586.0,439.0,128.0,19.0,22.5,17.0,73.83333333333334
115,0.0,0.0,0.0,0.0,34.0,55.0,81.0,59.0,21.0,1.0,2.0,2.0,5.0
116,0.0,0.0,0.0,4.0,31.0,62.0,73.0,49.0,20.0,4.0,6.5,4.0,18.166666666666668
117,0.0,0.0,0.0,12.0,160.0,294.0,627.0,417.0,170.0,40.0,38.0,20.0,103.0
118,0.0,0.0,0.0,8.0,51.0,145.0,245.0,184.0,54.0,7.0,13.0,17.666666666666668,61.33333333333333
119,0.0,0.0,0.0,4.0,72.0,149.0,247.0,167.0,67.0,13.0,8.0,3.0,17.0
120,0.0,0.0,0.0,6.0,64.0,169.0,306.0,206.0,82.0,18.0,10.0,15.0,43.0
121,0.0,0.0,0.0,4.0,52.0,118.0,193.0,135.0,54.0,4.0,15.0,2.0,31.5
122,4.0,5.0,0.0,23.0,143.0,107.0,157.0,123.0,28.0,6.0,10.0,2.0,28.33333333333333
123,0.0,0.0,0.0,35.0,90.0,161.0,283.0,195.0,78.0,10.0,10.0,5.0,21.666666666666668
124,0.0,0.0,0.0,12.0,117.0,207.0,381.0,265.0,99.0,17.0,21.0,9.0,53.66666666666666
125,0.0,0.0,0.0,4.0,114.0,221.0,420.0,303.0,105.0,12.0,19.0,12.666666666666668,57.33333333333333
126,0.0,0.0,0.0,10.0,72.0,217.0,391.0,267.0,106.0,18.0,11.0,17.0,55.75
127,0.0,0.0,0.0,27.0,132.0,336.0,706.0,492.0,189.0,25.0,22.0,30.666666666666668,101.5
128,0.0,0.0,0.0,29.0,109.0,265.0,601.0,417.0,156.0,28.0,42.0,14.0,90.33333333333331
129,0.0,0.0,0.0,10.0,69.0,161.0,272.0,180.0,87.0,5.0,11.0,6.666666666666667,41.333333333333336
130,0.0,0.0,0.0,0.0,28.0,66.0,98.0,70.0,25.0,3.0,9.0,2.0,19.333333333333336
131,0.0,0.0,0.0,4.0,26.0,55.0,77.0,58.0,15.0,4.0,5.0,1.0,7.666666666666667
132,0.0,0.0,0.0,8.0,25.0,57.0,77.0,59.0,16.0,2.0,3.0,1.0,8.666666666666668
133,0.0,0.0,0.0,7.0,30.0,51.0,69.0,59.0,9.0,1.0,1.0,0.5,5.5
134,0.0,0.0,0.0,0.0,26.0,55.0,67.0,47.0,19.0,1.0,5.0,4.0,14.0
135,0.0,0.0,0.0,18.0,124.0,249.0,495.0,360.0,124.0,11.0,19.0,5.0,49.0
136,0.0,0.0,0.0,20.0,88.0,195.0,394.0,273.0,107.0,14.0,19.0,8.0,42.66666666666667
137,0.0,0.0,0.0,15.0,59.0,148.0,239.0,175.0,59.0,5.0,16.0,11.0,46.0
138,0.0,0.0,0.0,19.0,122.0,343.0,711.0,510.0,178.0,23.0,52.333333333333336,17.0,140.16666666666666
139,1.0,0.0,0.0,36.0,120.0,341.0,753.0,572.0,160.0,21.0,31.0,20.5,90.33333333333331
140,3.0,4.0,0.0,42.0,126.0,148.0,222.0,160.0,54.0,8.0,14.666666666666666,9.0,44.0
141,0.0,0.0,0.0,25.0,119.0,208.0,407.0,261.0,129.0,17.0,16.0,16.5,56.5
142,0.0,1.0,0.0,18.0,164.0,231.0,423.0,298.0,104.0,21.0,27.0,10.5,65.66666666666667
143,0.0,0.0,0.0,70.0,244.0,222.0,524.0,374.0,135.0,15.0,27.666666666666668,9.0,54.0
144,0.0,0.0,0.0,20.0,74.0,232.0,412.0,297.0,97.0,18.0,18.0,20.0,67.0
145,0.0,0.0,0.0,19.0,78.0,206.0,359.0,242.0,89.0,28.0,10.0,23.0,59.333333333333336
146,0.0,0.0,0.0,11.0,79.0,179.0,299.0,219.0,71.0,9.0,16.0,11.0,51.0
147,0.0,0.0,0.0,45.0,175.0,341.0,812.0,592.0,192.0,28.0,47.5,18.0,113.0
148,1.0,0.0,0.0,24.0,90.0,307.0,671.0,483.0,165.0,23.0,27.0,20.0,73.66666666666666
149,0.0,0.0,0.0,0.0,30.0,57.0,77.0,55.0,19.0,3.0,6.0,2.0,14.0
150,0.0,0.0,0.0,0.0,27.0,61.0,91.0,67.0,22.0,2.0,5.0,0.0,15.0
151,0.0,0.0,0.0,5.0,33.0,62.0,97.0,71.0,25.0,1.0,6.0,0.6666666666666666,11.666666666666666
152,0.0,0.0,0.0,10.0,75.0,175.0,349.0,245.0,86.0,18.0,17.0,7.0,44.5
153,0.0,0.0,0.0,0.0,33.0,52.0,77.0,57.0,18.0,2.0,4.0,2.5,11.5
154,0.0,0.0,0.0,1.0,26.0,41.0,50.0,39.0,11.0,0.0,3.0,1.0,5.333333333333333
155,0.0,0.0,0.0,6.0,70.0,172.0,286.0,179.0,96.0,11.0,12.0,5.0,28.0
156,0.0,0.0,0.0,12.0,70.0,140.0,214.0,144.0,65.0,5.0,10.0,3.0,21.333333333333336
157,0.0,0.0,0.0,0.0,82.0,157.0,276.0,207.0,62.0,7.0,15.0,8.0,35.333333333333336
158,0.0,0.0,0.0,14.0,92.0,207.0,359.0,247.0,99.0,13.0,6.0,24.666666666666668,52.333333333333336
159,0.0,0.0,0.0,4.0,34.0,64.0,98.0,77.0,18.0,3.0,4.0,0.0,8.0
160,0.0,0.0,0.0,13.0,107.0,228.0,449.0,309.0,112.0,28.0,19.0,4.0,56.0
161,1.0,0.0,0.0,51.0,123.0,288.0,562.0,428.0,119.0,15.0,25.166666666666668,13.0,91.83333333333331
162,1.0,0.0,0.0,72.0,170.0,424.0,920.0,665.0,228.0,27.0,44.0,29.5,137.66666666666669
163,2.0,0.0,0.0,20.0,224.0,462.0,1060.0,770.0,263.0,27.0,67.0,45.0,222.0
164,0.0,0.0,0.0,18.0,70.0,154.0,251.0,169.0,71.0,11.0,14.0,2.0,29.0
165,0.0,0.0,0.0,50.0,230.0,199.0,443.0,314.0,115.0,14.0,21.666666666666668,7.0,42.0
166,0.0,0.0,0.0,50.0,230.0,199.0,443.0,314.0,115.0,14.0,21.666666666666668,7.0,42.0
167,0.0,0.0,0.0,39.0,108.0,248.0,483.0,336.0,132.0,15.0,32.0,13.0,78.0
168,0.0,0.0,0.0,8.0,31.0,57.0,79.0,49.0,25.0,5.0,1.0,0.0,6.0
169,0.0,0.0,0.0,11.0,140.0,280.0,526.0,361.0,144.0,21.0,26.666666666666668,21.5,104.33333333333331
170,0.0,0.0,0.0,6.0,50.0,114.0,187.0,138.0,46.0,3.0,3.0,9.5,19.0
171,0.0,0.0,0.0,4.0,119.0,217.0,440.0,291.0,125.0,24.0,19.0,13.0,65.5
172,0.0,0.0,0.0,4.0,67.0,140.0,242.0,166.0,68.0,8.0,15.0,6.0,36.91666666666667
173,0.0,0.0,0.0,35.0,121.0,328.0,576.0,417.0,138.0,21.0,33.0,17.0,95.83333333333331
174,1.0,0.0,0.0,4.0,84.0,205.0,356.0,257.0,92.0,7.0,12.5,13.666666666666668,58.83333333333333
175,0.0,0.0,0.0,36.0,213.0,432.0,950.0,682.0,235.0,33.0,55.66666666666667,25.0,134.00000000000003
176,0.0,0.0,0.0,0.0,59.0,153.0,262.0,193.0,62.0,7.0,17.0,13.5,46.333333333333336
177,0.0,0.0,0.0,0.0,22.0,63.0,75.0,56.0,17.0,2.0,6.0,3.0,13.333333333333334
178,0.0,0.0,0.0,28.0,61.0,132.0,233.0,167.0,59.0,7.0,8.0,4.0,18.0
179,0.0,0.0,0.0,8.0,21.0,50.0,64.0,50.0,13.0,1.0,3.0,2.0,9.0
180,0.0,0.0,0.0,0.0,29.0,56.0,71.0,52.0,16.0,3.0,6.0,0.0,9.333333333333332
181,0.0,0.0,0.0,13.0,44.0,124.0,192.0,123.0,61.0,8.0,7.0,16.0,38.333333333333336
182,0.0,0.0,0.0,0.0,25.0,42.0,50.0,33.0,14.0,3.0,5.0,0.0,8.0
183,0.0,0.0,0.0,10.0,58.0,107.0,157.0,114.0,35.0,8.0,8.0,3.0,21.0
184,3.0,0.0,0.0,32.0,425.0,348.0,689.0,521.0,151.0,17.0,34.0,29.0,120.33333333333334
185,0.0,0.0,0.0,0.0,38.0,79.0,101.0,71.0,24.0,6.0,11.0,1.0,20.666666666666668
186,2.0,3.0,0.0,33.0,186.0,353.0,792.0,558.0,208.0,26.0,41.0,51.0,166.66666666666666
187,0.0,0.0,0.0,14.0,226.0,408.0,872.0,622.0,213.0,37.0,54.5,47.66666666666666,185.8333333333333
188,0.0,0.0,0.0,9.0,92.0,148.0,250.0,172.0,69.0,9.0,10.0,3.0,21.666666666666668
189,1.0,0.0,0.0,0.0,41.0,61.0,83.0,58.0,23.0,2.0,7.0,5.0,22.0
190,0.0,0.0,0.0,21.0,102.0,285.0,514.0,411.0,96.0,7.0,23.0,15.0,73.0
191,0.0,0.0,0.0,6.0,26.0,71.0,89.0,62.0,26.0,1.0,5.0,4.0,17.0
192,2.0,4.0,0.0,15.0,66.0,119.0,162.0,119.0,35.0,8.0,8.0,9.0,40.0
193,0.0,0.0,0.0,32.0,89.0,287.0,618.0,426.0,164.0,28.0,39.66666666666667,9.666666666666668,88.0
194,0.0,0.0,0.0,2.0,74.0,242.0,453.0,327.0,107.0,19.0,14.0,20.166666666666664,67.83333333333334
195,0.0,0.0,0.0,0.0,33.0,54.0,88.0,67.0,18.0,3.0,12.0,3.0,20.0
196,0.0,0.0,0.0,14.0,64.0,204.0,384.0,263.0,111.0,10.0,11.0,14.666666666666668,47.33333333333333
197,0.0,0.0,0.0,2.0,65.0,172.0,309.0,203.0,92.0,14.0,13.0,6.0,37.66666666666667
198,0.0,0.0,0.0,7.0,89.0,168.0,311.0,217.0,84.0,10.0,18.0,7.0,45.583333333333336
199,0.0,0.0,0.0,5.0,49.0,115.0,176.0,116.0,50.0,10.0,9.0,4.0,21.0
200,0.0,0.0,0.0,6.0,115.0,281.0,543.0,390.0,138.0,15.0,57.0,9.666666666666668,120.66666666666666
201,0.0,0.0,0.0,12.0,134.0,327.0,633.0,441.0,158.0,34.0,32.0,18.0,84.33333333333334
202,0.0,0.0,0.0,0.0,49.0,95.0,132.0,87.0,42.0,3.0,6.0,7.0,25.0
203,0.0,0.0,0.0,2.0,31.0,67.0,83.0,61.0,21.0,1.0,3.0,1.0,11.0
204,0.0,0.0,0.0,2.0,37.0,94.0,140.0,104.0,34.0,2.0,11.0,5.666666666666666,26.333333333333336
205,0.0,0.0,0.0,10.0,117.0,258.0,528.0,392.0,119.0,17.0,21.0,14.0,63.333333333333336
206,0.0,0.0,0.0,0.0,40.0,65.0,83.0,43.0,38.0,2.0,9.0,3.0,18.0
207,0.0,0.0,0.0,4.0,34.0,63.0,80.0,56.0,21.0,3.0,7.0,1.0,11.0
208,0.0,0.0,0.0,52.0,127.0,342.0,728.0,485.0,209.0,34.0,31.0,25.0,95.66666666666669
209,0.0,0.0,0.0,19.0,116.0,237.0,470.0,321.0,134.0,15.0,11.0,17.5,48.0
210,0.0,0.0,0.0,32.0,164.0,330.0,655.0,469.0,168.0,18.0,41.0,22.0,110.33333333333334
211,0.0,0.0,0.0,22.0,134.0,304.0,612.0,447.0,138.0,27.0,28.0,31.0,113.33333333333331
212,0.0,0.0,0.0,14.0,68.0,200.0,363.0,262.0,90.0,11.0,18.0,17.0,62.0
213,0.0,0.0,0.0,6.0,84.0,285.0,501.0,361.0,125.0,15.0,23.0,12.0,70.33333333333333
214,0.0,0.0,0.0,20.0,88.0,248.0,506.0,362.0,109.0,35.0,24.0,9.0,57.0
215,0.0,0.0,0.0,14.0,130.0,245.0,451.0,291.0,140.0,20.0,15.0,13.0,49.833333333333336
216,0.0,0.0,0.0,38.0,109.0,306.0,672.0,476.0,165.0,31.0,43.66666666666667,13.5,99.0
217,0.0,0.0,0.0,1.0,56.0,110.0,183.0,133.0,48.0,2.0,4.0,7.5,17.5
218,1.0,0.0,0.0,144.0,219.0,410.0,1008.0,782.0,207.0,19.0,50.0,35.0,156.66666666666666
219,1.0,0.0,0.0,30.0,89.0,189.0,390.0,292.0,82.0,16.0,17.666666666666664,3.0,44.66666666666666
220,0.0,0.0,0.0,0.0,27.0,52.0,67.0,44.0,18.0,5.0,6.0,0.0,6.0
221,0.0,0.0,0.0,10.0,89.0,224.0,376.0,281.0,88.0,7.0,18.0,14.0,70.66666666666666
222,0.0,0.0,0.0,20.0,234.0,460.0,1004.0,756.0,202.0,46.0,40.5,21.333333333333336,122.16666666666666
223,0.0,0.0,0.0,0.0,26.0,50.0,70.0,53.0,17.0,0.0,8.0,1.0,12.0
224,0.0,0.0,0.0,18.0,129.0,442.0,882.0,658.0,195.0,29.0,43.0,29.166666666666668,145.83333333333334
225,0.0,0.0,0.0,12.0,127.0,243.0,491.0,358.0,125.0,8.0,18.0,14.0,61.0
226,0.0,0.0,0.0,69.0,164.0,396.0,847.0,604.0,194.0,49.0,38.0,34.333333333333336,142.33333333333331
227,2.0,0.0,0.0,10.0,143.0,297.0,594.0,444.0,134.0,16.0,38.0,31.666666666666664,135.33333333333334
228,0.0,0.0,0.0,18.0,102.0,229.0,453.0,333.0,112.0,8.0,36.0,12.0,77.33333333333333
229,0.0,0.0,0.0,12.0,120.0,244.0,478.0,355.0,99.0,24.0,48.0,22.0,114.66666666666666
230,2.0,0.0,0.0,9.0,106.0,254.0,545.0,386.0,145.0,14.0,21.0,24.0,74.0
231,0.0,0.0,0.0,58.0,176.0,399.0,861.0,595.0,238.0,28.0,34.0,24.0,105.16666666666669
232,1.0,0.0,0.0,81.0,183.0,452.0,1183.0,870.0,277.0,36.0,59.0,39.0,180.66666666666663
233,8.0,11.0,0.0,55.0,176.0,174.0,282.0,210.0,60.0,12.0,18.0,14.666666666666666,62.91666666666666
234,3.0,0.0,0.0,6.0,150.0,307.0,597.0,444.0,136.0,17.0,39.0,11.666666666666668,95.5
235,0.0,0.0,0.0,16.0,151.0,218.0,416.0,289.0,103.0,24.0,14.0,14.666666666666666,50.41666666666666
236,0.0,0.0,0.0,0.0,94.0,150.0,293.0,221.0,64.0,8.0,19.0,0.0,38.0
237,0.0,0.0,0.0,6.0,36.0,93.0,123.0,77.0,43.0,3.0,7.0,0.0,15.0
238,0.0,0.0,0.0,3.0,79.0,252.0,550.0,385.0,135.0,30.0,32.0,30.0,101.16666666666666
239,0.0,0.0,0.0,6.0,112.0,272.0,544.0,388.0,137.0,19.0,23.0,15.0,67.66666666666667
240,0.0,0.0,0.0,20.0,99.0,177.0,305.0,208.0,86.0,11.0,17.0,2.0,39.33333333333333
241,0.0,0.0,0.0,15.0,77.0,172.0,283.0,194.0,67.0,22.0,11.0,15.0,55.0
